ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,,,,,,,,,,,,,
102,ced,"ᎠᎦᏴᎵᏴ ᎢᏳᏍᏗ, ᏎᎦᏨ ᎤᏠᎢᏒ ᏐᏈᎵᎢ.","Agayvliyv iyusdi, segajv udloysv sogwilii.","Because of his old age, he barely got off his horse.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
103,ced,ᎠᏢᏈᏍᎬᏊ ᎢᎦ ᎨᏐ ᏳᏬᏂᏌ.,Adlvkwsgvgwu iga geso yuwonisa.,All he does is just brag when he speaks.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
104,ced,ᎡᎵᏊᏍ ᏱᏯᏢᏔ ᎮᎵ?,Eligwus hyiyadlvta heli?,Do you think you can catch up with him?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
105,ced,ᏗᏙᎳᏅᏍᏗ ᏕᎪᎸᏍᎪ ᎠᏓ ᏓᏲᏢᏍᎬᎢ.,Didolanvsdi degohlvsgo ada dayohlvsgvi.,He makes walking canes by carving wood.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
106,ced,ᎯᏲᎵᎩᏍ ᎩᎶ ᎠᏙᏂᏍᎩ ᎠᏕᎶᏆᏍᎩ?,Hiyoligis kilo adonisgi adehlohgwasgi?,Do you know anyone who is an apprentice sorcerer?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
107,ced,ᎭᏢ ᎠᏩᏛᏗ ᎠᏚᏓᎴᏍᏗ?,Hadlv ahwahtvhdi adudalesdi?,Where does one find freedom?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
108,ced,ᎯᎠ ᎠᏛᏥ ᎣᎦᎾᎵᎢ.,Hia Advji oganalii.,This German is my friend.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
109,ced,ᎦᏙ ᎭᏛᏁᎮᏍᏗ ᏙᏓᏈᏕᎾ?,Gado hadvnehesdi Dodagwidena?,What will you be doing Saturday?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
110,ced,ᎠᏥᏰᏣᏍᏙᏗ ᎤᏚᎵᏍᎬ ᎢᏳᏍᏗ ᎠᏛᏁᎵᎭ.,Ajiyejasdohdi udulisgv iyusdi advneliha.,He's acting silly because he wants to be laughed at.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
111,ced,ᎠᏛᏁᎵᏍᎩ ᎢᏳᎵᏍᏙᏗ ᎠᏕᏠᏆᎠ ᏗᏕᎶᏆᏍᎩ.,Advnelisgi iyulsdohdi adehlohgwaa didehlohgwasgi.,The student is studying to become an actor.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
112,ced,ᏥᏈᏍᏗ ᎠᎵᏍᏓᏴᏗ ᎠᏛᏅᎢᏍᏗᏍᎪ ᏓᏂᏍᏓᏲᎯᎲᎢ.,Tsgwisdi alsdayhdi advnvisdisgo Danisdayohihvi.,She prepares a lot of food at Christmas.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
113,ced,Ꮲ ᎠᏇᏅᏍᏗ ᎦᏛᏅᎢᏍᏗᎭ.,Dlv agwenvsdi gadvnvisdiha.,I'm getting ready to go somewhere.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
114,ced,"ᎦᏙᎯ ᏱᏚᎾᏁᎶᎿ ᏗᏂᏲᏟ, ᎠᏂᎦᏓᎭ ᎾᎾᎵᏍᏗᏍᎪᎢ.","Gadohi yidunanelohna diniyohli, anigadaha nanalsdisgoi.","When children play on the ground, they become dirty.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
115,ced,ᏂᎪᎯᎸ ᎠᎦᏟᏱ ᎨᏐ ᎤᏓᏍᏕᏟᏗᎢ.,Nigohilv agahliyi geso udasdehldii.,He's always eager to help.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
116,ced,ᎤᏍᎪᏍᏗ ᎠᎦᎵᏍᎪ ᏅᏓ ᎢᏳᏃ ᎧᎵ ᏅᏓ ᏱᎩ.,Usgosdi agalisgo nvda iyuhno kali nvda yigi.,The moon shines brightly if it's a full moon.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
117,ced,ᏧᏬᏰᏂ ᎬᏗ ᎤᎦᎳᏒ ᎠᏍᏘ.,Juwoyeni gvhdi ugalsv asti.,He broke the string with his hands.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
118,ced,Ꮎ ᎠᎨᏳᏣ ᎤᏍᏘᎬ ᎤᎦᎳᏍᏗ ᎤᏚᎵ.,Na agehyuja ustihgv ugalsdi uduli.,The girl wants to cut her hair.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
119,ced,"ᎢᎦᏓ ᎠᎦᎷᎦ ᏧᏍᏗ ᎨᏐ, ᎢᎦᏓᏃ ᏧᏔᎾ.","Igada agaluga jusdi geso, igadahno jutana.",Some twisters are small and some are big.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
120,ced,ᎠᎹ ᎤᏂᎦᎾᏗᏍᏗ ᎤᏂᎸᏉᏗ ᏩᎦ.,Ama uniganadisdi unilvkwdi wahga.,Cows like to lick salt.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
121,ced,ᎠᎦᎾᎦᏘ ᎤᏴᏍᏗ ᏫᏥᏯᎥᎢ.,Aganakti uyvsdi wijiyavi.,I was in the doctor's office.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
122,ced,ᏧᎳᏏᏕᏂ ᏓᎦᎾᏬᏗᎭ.,Julasihdeni daganawhdiha.,He's warming his feet.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
123,ced,ᎪᎩ ᏱᏄᎵᏍᏔᎾ ᎠᎦᎾᏬᏍᎪᎢ.,Gogi yinulstana aganawosgoi.,"When it becomes summer, it gets warm.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
124,ced,ᏥᏈᏍᏗ ᎠᎦᏍᎦ Ꮲ ᎡᏅᏍᏗ ᎪᎯ ᎢᎦ.,Tsgwisdi agasga dlv envsdi kohi iga.,It's raining too much to go somewhere today.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
125,ced,ᎯᎠ ᎠᏍᎦᏯ ᎠᏎ ᎠᎦᏑᏰᏓ ᎤᏬᏂᎯᏍᏗᎢ.,Hia asgaya ase agasuyeda uwonihisdii.,This man is a specially selected speaker.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
126,ced,ᎠᎦᏯᎷᏗ ᎠᏅᏗᏍᎪ ᏥᏍᏛᎾ ᏓᏂᏂᏱᏍᎬ ᎠᏂᏣᎳᎩ.,Agayaludi anhdisgo jisdvna daniniyisgv Anijalagi.,Cherokees use a seine to catch crawdads.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
127,ced,ᎠᎦᏴᎵ ᏌᎶᎵ ᏧᏲ ᎩᏟ ᎤᏩᎧ ᎡᏚᏥ.,Agayvli saloli juhyo gihli uwaka eduji.,My uncle has an old squirrel dog.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
128,ced,Ꮎ ᎠᎦᏴᎵᎨ ᏔᎵᏍᎪᎯ ᎾᏕᏘᏯ ᏂᏗᎬᏕᏲᎲᏍᎪᎢ.,Na agayvlige talsgohi nadetiya nidigvdehyohvsgoi.,The old woman has been teaching for twenty years.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
129,ced,ᎠᎨ ᏫᏓᎨᏙᎵ ᏞᎦ.,Age widagedoli hlega.,I am going over there for a while.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
130,ced,ᎦᎪ ᎥᏍᎩᎾ ᎠᎨᏯ?,Gag vsgina agehya?,Who is that woman?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
131,ced,ᎠᏂᏣᎳᎩ ᎠᏂᎨᏳᏣ ᎤᏂᎸᏉᏗ ᎤᎾᎳᏍᎦᏟᏗᎢ.,Anijalagi anigehyuja unilvkwdi unalasgahldii.,Cherokee girls like to play ball.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
132,ced,ᏎᎷ ᎦᏚ ᎤᏂᎩᏍᏗ ᎤᏂᎸᏉᏗ ᎠᏂᏣᎳᎩ.,Selu gadu unigisdi unilvkwdi Anijalagi.,The Cherokees like to eat corn bread.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
133,ced,ᏔᎵ ᎢᏧᏕᏘᏴᏓ ᎢᏳᏓᎵ ᎢᏤ ᏓᏆᎴᎳ ᎠᎩᏍᎪᎢ.,Tali ijudetiyvda iyudali ije dagwalela agisgoi.,Every two years he gets a new car.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
134,ced,ᎠᏕᎳ ᎤᎪᎭ ᎦᏙᎯ ᎠᎲ ᎤᎩᏒᎢ.,Adel ugoha gadohi ahv ugisvi.,"When he saw money on the ground, he picked it up.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
135,ced,ᎠᏂᏣᎳᎩ ᏗᎨᏥᎢᎢᎸᏍᏔᏅ ᎠᎩᏟᏱ ᎨᏎᎢ.,Anijalagi Digejiilvstanv agihliyi gesei.,The Trail of Tears was agony for the Cherokee.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
136,ced,ᏔᎵ ᏧᏒᎯᏓ ᎢᎪᎯᏓ ᎤᎩᏟᏲᏨᎢ.,Tali jusvhida igohid ugihliyojvi.,He was in pain for two days.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
137,ced,ᏐᏈᎵ ᎠᏆᏤᎵ ᎠᎩᎾ ᎤᏩᎧᎭ.,Sogwil agwajeli agina uwakaha.,My horse has a colt.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
138,ced,ᎪᎱᏍᏗ ᎠᎩᏍᏗ ᎯᎩᏒ ᏗᏓᎾᏅᎢ.,Gohusd agisdi higisv didananvi.,Get something to eat at the store.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
139,ced,Ꮎ ᎠᎨᏯ ᏂᎪᎯᎸ ᏥᎳᎵ ᎠᎩᏍᏙᏍᎪᎢ.,Na agehya nigohilv jilali agisdosgoi.,The woman always chews gum.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
140,ced,"ᏍᎪᎯ ᎢᏯᏂᎢ ᏥᏔᎦ ᎠᏂᎩᏏ ᏕᏥᎪᏩᏘᎭ, ᏌᏊᏅ ᎠᏨᏯ.","Sgohi iyanii jitaga anigisi dejigowhtiha, sagwuhnv achvya.",I see ten hens and one rooster.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
141,ced,ᏗᎪᏪᎵ ᏧᏪᏘ ᏓᎪᎲᏍᏗᎭ.,Digohweli juweti dagohvsdiha.,He's burning old papers.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
142,ced,ᏓᏆᎴᎳ ᏚᏟᏆᏗᎾ ᎠᎪᎲᏍᎬ ᎤᏓᎴᏅᎲᎢ.,Dagwalela duhlihgwadina agohvsgv udalenvhvi.,When the car overturned it started burning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
143,ced,ᎠᏂᎪᎳ ᎠᏃᏍᏓ ᏗᎦᏰᏍᏗ.,Anigola anosda digahyesdi.,Perch are good to eat.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
144,ced,ᎠᎦᎾᎦᏘ ᎤᎪᎵᏰᏗ ᎤᏚᎵᏍᎬ ᎤᏢᎩ.,Aganakti ugoliyedi udulisgv udlvgi.,The patient wanted a doctor to examine him.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
145,ced,ᎣᎩᎾᎵᎢ ᏂᏓᏳᏅᏅ ᎪᏪᎵ ᏥᎪᎵᏰᎠ.,Oginalii nidayunvnv gohwel jigoliyea.,I am reading a letter from a friend.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
146,ced,ᎠᎪᎾᏍ ᏣᎶᏒᎯ?,Agonas jalosvhi?,Have you gone through famine?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
147,ced,ᎢᏤ ᎦᎵᏣᏗ ᎬᏗ ᎠᎪᏂᎭ.,Ije gahljadi gvhdi agoniha.,He's target practicing with a new bow.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
148,ced,ᏥᏍᏚ ᎬᏩᏒᏁᎸ ᎠᎪᏍᏓᎩᏍᏗ.,Jisdu gvwsvhnelv agosdagisdi.,Rabbits ate up her lettuce.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
149,ced,ᎠᎪᏍᏗ ᎭᏫᏯ ᎤᎬ ᏢᏓᏥ.,Agosd hawiya ugv hlvdaji.,The lion ate some raw meat.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
150,ced,ᏝᏍ ᏱᎪᏩᏘ?,Hlas hyigowhti?,Don't you see it?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
151,ced,ᎢᏤ ᎦᏄᎸᏒ ᏙᎯᏳ ᎤᏬᏚᎯ ᎠᎪᏩᏛᏗ ᎨᏐᎢ.,Ije ganulvsv dohiyu uwoduhi agowhtvhdi gesoi.,The green grass is really a beautiful sight.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
152,ced,ᏤᏣᏟᎶᏍᏔᏅ ᎤᎪᏩᏛᏗ ᎤᏚᎵ ᏣᏥ.,Jejahlilostanv ugowhtvhdi uduli jaji.,Your mother wants to see a picture of you.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
153,ced,ᎯᎠ ᎠᏧᏣ ᎠᎫᏌ ᎠᏴᏫᏯᎢ.,Hia achuja Agusa Ayvwiyai.,This boy is a Creek Indian.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
154,ced,ᎦᏂᏱᏍᎩ ᏍᏆᏞᏍᏗ ᎦᏂᏱᏍᎬ ᏚᏅᏓ ᎠᎬᏓᎨᏂ ᎤᏩᏂᎸᎢ.,Ganiyisgi sgwahlesdi ganiyisgv dunvda agvdageni uwahnilvi.,"When the catcher missed catching the ball, it hit him on his forehead.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
155,ced,ᎭᏰᎵᏍᏗ ᎬᏗ ᎠᎬᎭᎵ ᎦᏚ ᎤᎦᎾᏍᏓ.,Hayelsdi gvhdi agvhali gadu uganasda.,She's slicing the cake with a knife.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
156,ced,ᎠᏌᏃ ᎤᏬᏢᏗ ᎤᎬᎭᎸᎲᎢ.,Asano uwohlvhdi ugvhalvhvi.,She cut a pattern for a dress.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
157,ced,ᏧᎦᏅᏕᎾ ᎬᏂᏍᏙᏗ ᎯᎬᎭᎷᏯ.,Juganhdena gvhnisdohdi higvhaluhya.,Chop up some cabbage to cook.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
158,ced,ᎦᏚ ᎤᎦᎾᏍᏓ ᎠᎬᎭᎸᏓ ᏍᎬᏏ.,Gadu uganasda agvhalvda skvsi.,Give me a piece of cake.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
159,ced,"ᎠᏲᏁᎦᏍ ᏍᏓᎵᎢ, ᎠᎬᎿᎨᎢᎨ?","Ayonegas sdalii, agvhnageike?",Is your friend a white person or black?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
160,ced,Ꮎ ᎠᏍᎦᏯ ᎤᏪᏥ ᎠᏧᏣ ᎠᎬᏍᎪᎸᏍᎦ.,Na asgaya uweji achuja agvsgolvsga.,The man is scolding his son.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
161,ced,ᏪᏌ ᏳᎵᏍᏓᏴᏃᎿ ᎠᎬᏍᏉᏍᎪᎢ.,Wesa yulsdayvhnohna agvsgwosgoi.,A cat washes its face after it eats.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
162,ced,Ꮭ ᎩᎶ ᏳᎸᏉᏗ ᎠᎭᎳᏓ.,Hla kilo yulvkwdi ahalada.,Nobody likes a loudmouth.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
163,ced,ᎯᎠᎷᎩ Ꮎ ᏓᏆᎴᎳ.,Hialugi na dagwalela.,Flag that car down.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
164,ced,ᎠᎭᏂ ᏙᎾᏠᏒᎢ ᎪᎯ ᏴᎢ.,Ahani donadlosvi kohi yvi.,Let's meet here after a while.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
165,ced,ᎠᏫ ᎭᏫᏯ ᎣᏍᏓ ᎠᎩᏍᏗ.,Ahwi hawiya osda agisdi.,Deer meat is good to eat.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
166,ced,ᏦᎳᏂ ᏓᎦᏍᏚᎿ ᏥᎠᏬᏍᏔᏅᎢ.,Jolani daksduhna jiawostanvi.,"When I closed the window, I smothered it.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
167,ced,ᎢᎦᏓ ᎢᎾᏓ Ꮭ ᎠᎯᏓ ᏱᎩ ᏗᎪᏩᏛᏗ.,Igada inada hla ahida yigi digowhtvhdi.,Some snakes are not easy to see.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
168,ced,ᎦᏙ ᎤᏍᏗ ᎯᎯᏙᎭ?,Gado usdi hihidoha?,What do you have in your hand?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
169,ced,ᎦᎵᏉᎩ ᎢᏯᏂᎢ ᏌᎶᎵ ᏕᎦᏥᎸ ᎠᎩᏃᎭᎴᎾ.,Gahlgwogi iyanii saloli degajilv aginohalena.,I killed seven squirrels when I went hunting.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
170,ced,ᎤᏙᏓ ᎤᏤᎵ ᏓᏆᎴᎳ ᎠᎯᎴᎭ.,Udoda ujeli dagwalela ahileha.,He's driving his dad's car.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
171,ced,ᏠᎨᏏ ᏗᏜ ᏓᎯᎵ ᏩᎦ.,Dlogesi didla dahili wahga.,He's driving the cattle toward the pasture.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
172,ced,ᎪᎱᏍᏗ ᎦᎵᏍᏓ ᎠᎯᎸᏍᏗᎢ.,Gohusdi galsda ahilvsdii.,Something happened to the steering wheel.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
173,ced,ᎯᎯᏴᎢ Ꮎ ᏓᏆᎴᎳ ᎢᎭᏂᎩᏒᎢ.,Hihiyvi na dagwalela ihahnigisvi.,Leave the car when you go back.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
174,ced,ᎦᏍᎩᎸ ᎯᏝᎲᎦ Ꮎ ᎫᎫ.,Gasgilv hihlahvga na gugu.,Put the bottle on the table.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
175,ced,"ᎪᎱᏍᏗ ᏳᏍᎦᏍᏓᏁᎳ ᏥᏍᏆ, ᎠᏝᏫᏗᏍᎪᎢ.","Gohusdi yusgasdanela jisgwa, ahlawdisgoi.","When something scares a bird, it flies away.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
176,ced,ᎪᎱᏍᏗᏍ ᎠᏝᏫᏗᏍᎩ ᏣᏚᎵ?,Gohusdis ahlawidisgi jaduli?,Do you want something that flies?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
177,ced,ᏥᏳ ᏗᏁᏟᏙᏗ ᎤᎸᏉᏗ ᎤᏝᏫᏘᏙᏗ.,Jiyu dinehldohdi ulvkwdi uhlawitdohdi.,He likes to fly a toy airplane.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
178,ced,ᏂᎯᏍ ᎭᏝᏫᏘᏗᏍᎩ ᎯᎠ ᏥᏳ?,Nihis hahlawitdisgi hia jiyu?,Are you the one who flies this plane?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
179,ced,ᏥᏈᏍᏗ ᎤᎵᏍᏓᏴᏅ ᏱᎩ ᎠᏟᎩᏍᎪᎢ.,Tsgwisdi ulsdayvhnv yigi ahligisgoi.,"When he has eaten a lot, he has a nightmare.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
180,ced,ᎯᎳ ᎢᎪᎯᏓ ᎤᏟᎢᎵᏙᎴ ᎡᏣᏙᏰᏍᎬ?,Hila igohid uhliilidole etsdoyesgv?,How long did it take for you to get a haircut?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
181,ced,ᏗᏁᏍᎨᏍᎩ ᎠᏟᎶᏍᏗ ᎬᏗᏍᎪ ᎠᏟᎶᏍᎬ ᎢᏴ ᎤᏍᏆᎵᏍᏗᎢ ᏯᏖᎾ.,Dihnesgesgi ahlilosdi kdisgo ahlilosgv iyv usgwalsdii hyahtena.,A carpenter uses a ruler in measuring the place where he cuts the board.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
182,ced,ᎠᏟᎶᏍᏗ ᎡᏍᎩᏗᏏ.,Ahlilosdi esgidisi.,Hand me a ruler.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
183,ced,"ᏓᏆᎴᎳ ᎬᏗ ᎤᏩᏂᎳ ᏔᎷᎩᏍᎩ ᎨᏛ, ᎤᏟᏴᏈᏛᏅᎢ.","Dagwalela gvhdi uwahnila talugisgi getv, uhliyvhgwidvnvi.","When he hit the steel post with a car, it bent.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
184,ced,"ᎪᎱᏍᏗ ᏯᏍᎦᏍᏓᏁᎭ ᎠᏫ, ᎠᏟᏴᏌᎾᏩᏍᏗᏍᎪᎢ.","Gohusdi yasgasdaneh ahwi, ahliyvsanawsdisgoi.","When a deer is trying to scare something, it snorts.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
185,ced,ᏑᏟᎶᏓ ᎢᎪᎯᏓ ᎤᎵᏣᏙᏅᎢ.,Suhliloda igohida uhljadohnvi.,He preached for one hour.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
186,ced,ᏦᎢ ᎢᏯᏂᎢ ᏧᏪᏥ ᎠᏂᏧᏣ ᎠᎾᎵᏣᏙᎲᏍᎩ ᏄᎾᎵᏍᏔᏅᎢ.,Joi iyanii juweji anichuja anahljadohvsgi nunalstanvi.,Three of his sons became preachers.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
187,ced,"ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᏦᎳᏂ, ᎤᎵᎪᏛᏅᎢ.","Sgwahlesdi uwahnila jolani, uhlkodvhnvi.","When the ball hit the window, it shattered.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
188,ced,ᏓᏲᎯᎲ ᏓᎵᎪᏛᏗᏍᎪ ᎫᎫ.,Dayohihv dahlkotdisgo gugu.,He shatters the bottles by shooting them.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
189,ced,ᏗᏠᏗ ᏗᏆᏁᏟᏙᏗ ᎠᎩᎸᏉᏗ.,Dihlohdi digwanehldohdi agilvkwdi.,I like to play records.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
190,ced,"ᎣᎩᏅᏌ ᎣᎩᎾᎳᏍᎦᎸᎭ, ᏥᏠᏒᎢ.","Oginvsa oginalasgalvha, jihlosvi.","When we played ball by ourselves, I beat him.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
191,ced,"ᏂᎪᎯᎸ ᎠᎵᏔᏬᏍᎪ, ᎥᏍᎩᏅ ᎢᏳᏍᏗ ᎤᏬᏚᎯ ᏧᏍᏘᎦ.","Nigohilv ahltawosgo, vsgihnv iyusdi uwoduhi justihga.","She combs her hair all the time, and that's why she has pretty hair.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
192,ced,ᎠᎵᏔᏬᏍᏗ ᎠᎩᏩᎯᏍᏗ ᎠᏆᏚᎵ.,Ahltawosdi akiwahisdi agwaduli.,I want to buy a comb.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
193,ced,Ꮭ ᎤᎵᏬᏨ ᏱᎩ Ꮎ ᎢᎾᏓ. Ꮟ ᎠᎵᏖᎸᎲᏍᎦᏊ.,Hla ulihwojv yigi na inada. Si ahltelvhvsgagwu.,The snake isn't dead. It's still moving.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
194,ced,"ᎦᏓᎭ ᏄᎵᏍᏔᎾ ᎤᎿᎠᏬ, ᎤᎿᏩᎢᏴᏒᎢ.","Gadaha nulstana uhnawo, uhnawaiyvsvi.","When his shirt got dirty, he changed it.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
195,ced,"ᎤᎦᎾᏬᏌ, ᎤᎿᏪᏒ ᎦᏌᎴᏂ.","Uganawosa, uhnawesv gasaleni.","When it got warm, he took off his coat.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
196,ced,ᏩᎦ ᎦᏁᎦ ᎪᏢᏔᏅ ᎠᎿᏬ ᎠᎩᎾᎠ.,Wahga ganega gohlvhtanv ahnawo aginaa.,I have a shirt made of cowhide.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
197,ced,ᎢᏤ ᎦᏌᎴᏂ ᎠᏥᏅᏁᎸ ᎠᏎᏅ Ꮭ ᏳᎿᏬᎡᎢ.,Ije gasaleni ajinvnelv asehnv hla yuhnawoei.,"She was given a new coat, but she didn't wear it.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
198,ced,ᏍᎪᎯ ᎠᏕᎸ ᎤᏁᎸ ᎤᏪᏥ ᎠᏧᏣ.,Sgohi adelv uhnelv uweji achuja.,He gave his son ten dollars.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
199,ced,ᎠᏂᏴᏫᏯ ᎤᏂᎸᏉᏗ ᎤᎾᏁᏍᏗ.,Aniyvwiya unilvkwdi unahnesdi.,Indians like to wrestle.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
200,ced,ᎦᏬᏂᏍᎩ ᎦᏬᏂᏍᎬ ᎠᏁᏟᏗᎭ.,Gawonisgi gawonisgv ahnehldiha.,He's interpreting the speaker's speech.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
201,ced,ᎯᎠ ᎪᏪᎵ ᎠᏁᏟᏔᏅ ᎠᏆᏚᎵᎭ.,Hia gohweli ahnehltanv agwaduliha.,I want a translation of this book.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
202,ced,ᎦᏄᎸᎯ ᎠᎾᏁᏦᏍᎦ ᏗᏂᏲᏟ.,Ganulvhi anahnejosga diniyohli.,The children are frolicking in the grass.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
203,ced,Ꮎ ᏗᏁᏍᎨᏍᎩ ᎤᏔᎾ ᏥᏔᎦ ᎤᏂᏴᏍᏗ ᎤᏁᏍᎨᎲᎢ.,Na dihnesgesgi utana jitaga uniyvsdi uhnesgehvi.,The carpenter built a big chicken house.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
204,ced,"ᎢᏤ ᎠᎾᎦᎵᏍᎩ ᎤᏝᎾ, ᎠᎯᏓ ᎤᏂᎩᏒ ᏓᏆᎴᎳ.","Ije anagalisgi uhlana, ahida uhnigisv dagwalela.","When he put a new battery in the car, it started up easily.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
205,ced,ᏒᎯ ᏑᎾᎴ ᏥᎨᏒ ᏧᏂᎩᏒᎢ.,Svhi sunale jigesv juhnigisvi.,He left yesterday morning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
